assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
23,23,59,715.5201340058561,708,723,15,False,motion_hypothesis+pose_low_frequency_soft,False
24,24,60,731.2661033709792,723,741,18,False,motion_hypothesis+pose_low_frequency_soft,False
25,25,61,750.6042415580921,741,757,16,False,motion_hypothesis+pose_low_frequency_soft,False
26,26,62,763.2588239699764,757,770,13,False,motion_hypothesis+pose_low_frequency_soft,False
27,27,63,776.0448656016844,770,786,16,False,motion_hypothesis+pose_low_frequency_soft,False
28,28,64,796.0261415624755,786,804,18,False,motion_hypothesis+pose_low_frequency_soft,False
29,29,65,812.8404604435713,804,823,19,False,motion_hypothesis+pose_low_frequency_soft,False
30,30,66,832.9097877658601,823,840,17,False,motion_hypothesis+pose_low_frequency_soft,False
31,31,67,846.188494491088,840,860,20,False,motion_hypothesis+pose_low_frequency_soft,False
32,32,68,873.7318918693898,860,881,21,False,motion_hypothesis+pose_low_frequency_soft,False
33,33,69,887.6950380295008,881,897,16,False,motion_hypothesis+pose_low_frequency_soft,False
34,34,70,907.1777752977414,897,914,17,False,motion_hypothesis+pose_low_frequency_soft,False
35,35,71,920.9174087105489,914,930,16,False,motion_hypothesis+pose_low_frequency_soft,False
36,36,72,939.6549112395433,930,947,17,False,motion_hypothesis+pose_low_frequency_soft,False
37,37,73,953.5551536196969,947,961,14,False,motion_hypothesis+pose_low_frequency_soft,False
38,38,74,967.500236629956,961,974,13,False,motion_hypothesis+pose_low_frequency_soft,False
39,39,75,981.4388231419339,974,988,14,False,motion_hypothesis+pose_low_frequency_soft,False
40,40,76,995.2278897449829,988,1009,21,False,motion_hypothesis+pose_low_frequency_soft,False
41,41,77,1022.4762195450344,1009,1030,21,False,motion_hypothesis+pose_low_frequency_soft,False
42,42,78,1037.380499474958,1030,1045,15,False,motion_hypothesis+pose_low_frequency_soft,False
43,43,79,1052.166637009356,1045,1058,13,False,motion_hypothesis+pose_low_frequency_soft,False
44,44,80,1064.7726766147944,1058,1071,13,False,motion_hypothesis+pose_low_frequency_soft,False
45,45,81,1076.5716875177777,1071,1088,17,False,motion_hypothesis+pose_low_frequency_soft,False
46,46,82,1099.4998972725066,1088,1107,19,False,motion_hypothesis+pose_low_frequency_soft,False
47,47,83,1113.9972857604043,1107,1121,14,False,motion_hypothesis+pose_low_frequency_soft,False
48,48,84,1128.246739783477,1121,1135,14,False,motion_hypothesis+pose_low_frequency_soft,False
49,49,85,1142.424931922149,1135,1149,14,False,motion_hypothesis+pose_low_frequency_soft,False
50,50,86,1156.318782262899,1149,1163,14,False,motion_hypothesis+pose_low_frequency_soft,False
51,51,87,1169.6016654515256,1163,1179,16,False,motion_hypothesis+pose_low_frequency_soft,False
52,52,88,1187.4944682816297,1179,1197,18,False,motion_hypothesis+pose_low_frequency_soft,False
53,53,89,1205.9065133102515,1197,1215,18,False,motion_hypothesis+pose_low_frequency_soft,False
54,54,90,1224.0821464335759,1215,1233,18,False,motion_hypothesis+pose_low_frequency_soft,False
55,55,91,1242.1320667248008,1233,1251,18,False,motion_hypothesis+pose_low_frequency_soft,False
56,56,92,1259.1955084919837,1251,1268,17,False,motion_hypothesis+pose_low_frequency_soft,False
57,57,93,1276.6666182821905,1268,1285,17,False,motion_hypothesis+pose_low_frequency_soft,False
58,58,94,1293.895463321609,1285,1302,17,False,motion_hypothesis+pose_low_frequency_soft,False
59,59,95,1310.8514249616137,1302,1319,17,False,motion_hypothesis+pose_low_frequency_soft,False
60,60,96,1327.5597345284295,1319,1336,17,False,motion_hypothesis+pose_low_frequency_soft,False
61,61,97,1343.8654566413522,1336,1352,16,False,motion_hypothesis+pose_low_frequency_soft,False
62,62,98,1359.8066124179404,1352,1375,23,False,motion_hypothesis+pose_low_frequency_soft,False
63,63,99,1390.6322722764753,1375,1398,23,False,motion_hypothesis+pose_low_frequency_soft,False
64,64,100,1405.4641339165228,1398,1413,15,False,motion_hypothesis+pose_low_frequency_soft,False
65,65,101,1419.8156791623342,1413,1427,14,False,motion_hypothesis+pose_low_frequency_soft,False
66,66,102,1433.9624547785993,1427,1441,14,False,motion_hypothesis+pose_low_frequency_soft,False
67,67,103,1447.2496233854718,1441,1454,13,False,motion_hypothesis+pose_low_frequency_soft,False
68,68,104,1460.0789009620978,1454,1466,12,False,motion_hypothesis+pose_low_frequency_soft,False
69,69,105,1472.700164844557,1466,1479,13,False,motion_hypothesis+pose_low_frequency_soft,False
70,70,106,1485.047737918916,1479,1491,12,False,motion_hypothesis+pose_low_frequency_soft,False
71,71,107,1496.6902117117163,1491,1503,12,False,motion_hypothesis+pose_low_frequency_soft,False
72,72,108,1508.415342098093,1503,1514,11,False,motion_hypothesis+pose_low_frequency_soft,False
73,73,109,1519.3821069726307,1514,1525,11,False,motion_hypothesis+pose_low_frequency_soft,False
74,74,110,1530.2984484739102,1525,1536,11,False,motion_hypothesis+pose_low_frequency_soft,False
75,75,111,1541.1172706540933,1536,1546,10,False,motion_hypothesis+pose_low_frequency_soft,False
76,76,112,1551.290595135528,1546,1556,10,False,motion_hypothesis+pose_low_frequency_soft,False
77,77,113,1561.4511196051606,1556,1566,10,False,motion_hypothesis+pose_low_frequency_soft,False
78,78,114,1571.397576946527,1566,1581,15,False,motion_hypothesis+pose_low_frequency_soft,False
79,79,115,1589.856178414588,1581,1598,17,False,motion_hypothesis+pose_low_frequency_soft,False
80,80,117,1605.5700206085303,1598,1612,14,False,motion_hypothesis+pose_low_frequency_soft,False
81,81,119,1618.7860225537518,1612,1625,13,False,motion_hypothesis+pose_low_frequency_soft,False
82,82,121,1631.2028463040997,1625,1635,10,False,motion_hypothesis+pose_low_frequency_soft,False
83,83,123,1639.5616462360579,1635,1645,10,False,motion_hypothesis+pose_low_frequency_soft,False
84,84,127,1650.7650113665745,1645,1652,7,False,motion_hypothesis+pose_low_frequency_soft,False
85,85,128,1652.9204916705125,1652,2080,428,False,motion_hypothesis+pose_low_frequency_soft,False
