panel_index,assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
0,69,69,106,1487.8477397001884,1482,1494,12,False,motion_hypothesis+pose_low_frequency_soft,False
0,70,70,107,1499.5756837130182,1494,1505,11,False,motion_hypothesis+pose_low_frequency_soft,False
0,71,71,108,1511.3415190781882,1505,1517,12,False,motion_hypothesis+pose_low_frequency_soft,False
0,72,72,109,1522.390992640617,1517,1528,11,False,motion_hypothesis+pose_low_frequency_soft,False
0,73,73,110,1533.3471656845668,1528,1539,11,False,motion_hypothesis+pose_low_frequency_soft,False
0,74,74,111,1544.2039546940355,1539,1549,10,False,motion_hypothesis+pose_low_frequency_soft,False
0,75,75,112,1554.4501779368968,1549,1560,11,False,motion_hypothesis+pose_low_frequency_soft,False
0,76,76,113,1564.6484490182572,1560,1570,10,False,motion_hypothesis+pose_low_frequency_soft,False
0,77,77,114,1574.6305489535434,1570,1584,14,False,motion_hypothesis+pose_low_frequency_soft,False
0,78,78,115,1593.153541026253,1584,1601,17,False,motion_hypothesis+pose_low_frequency_soft,False
0,79,79,117,1608.9546000265195,1601,1616,15,False,motion_hypothesis+pose_low_frequency_soft,False
0,80,80,119,1622.2217755227657,1616,1628,12,False,motion_hypothesis+pose_low_frequency_soft,False
0,81,81,121,1634.7046676739794,1628,1639,11,False,motion_hypothesis+pose_low_frequency_soft,False
0,82,82,123,1643.1163395372546,1639,1649,10,False,motion_hypothesis+pose_low_frequency_soft,False
0,83,83,127,1654.3843421228646,1649,1655,6,False,motion_hypothesis+pose_low_frequency_soft,False
0,84,84,128,1656.5496587700845,1655,2083,428,False,motion_hypothesis+pose_low_frequency_soft,False
