assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
50,50,442,852.3023834228516,848,857,9,False,grid_lk,False
51,51,448,860.7711639404297,857,865,8,False,grid_lk,False
52,52,453,869.4824676513672,865,874,9,False,grid_lk,False
53,53,459,877.9343414306641,874,882,8,False,grid_lk,False
54,54,465,886.5448150634766,882,891,9,False,grid_lk,False
55,55,470,895.4191741943359,891,900,9,False,grid_lk,False
56,56,476,903.7961273193359,900,908,8,False,grid_lk,False
57,57,482,912.7333831787109,908,917,9,False,grid_lk,False
58,58,488,921.5277557373047,917,926,9,False,grid_lk,False
59,59,495,929.8763580322266,926,934,8,False,grid_lk,False
60,60,502,938.4577178955078,934,943,9,False,grid_lk,False
61,61,509,946.6778259277344,943,951,8,False,grid_lk,False
62,62,515,956.1671752929688,951,960,9,False,grid_lk,False
63,63,521,964.6528472900391,960,969,9,False,grid_lk,False
64,64,527,972.8311309814453,969,977,8,False,grid_lk,False
65,65,533,981.7445983886719,977,986,9,False,grid_lk,False
66,66,540,991.0782470703125,986,996,10,False,grid_lk,False
67,67,548,1000.7682800292969,996,1005,9,False,grid_lk,False
68,68,556,1009.3349456787109,1005,1014,9,False,grid_lk,False
69,69,563,1018.6458282470703,1014,1023,9,False,grid_lk,False
70,70,571,1026.6844635009766,1023,1031,8,False,grid_lk,False
71,71,578,1035.2564239501953,1031,1039,8,False,grid_lk,False
72,72,584,1043.6195831298828,1039,1048,9,False,grid_lk,False
73,73,591,1052.614501953125,1048,1057,9,False,grid_lk,False
74,74,597,1061.0551452636719,1057,1065,8,False,grid_lk,False
75,75,603,1069.6768798828125,1065,1075,10,False,grid_lk,False
76,76,610,1079.3526000976562,1075,1084,9,False,grid_lk,False
77,77,618,1088.7274322509766,1084,1093,9,False,grid_lk,False
78,78,625,1097.0084686279297,1093,1101,8,False,grid_lk,False
79,79,632,1105.0699920654297,1101,1109,8,False,grid_lk,False
80,80,639,1113.7225799560547,1109,1118,9,False,grid_lk,False
81,81,646,1122.2679901123047,1118,1127,9,False,grid_lk,False
82,82,653,1131.1822662353516,1127,1136,9,False,grid_lk,False
83,83,661,1140.8634185791016,1136,1145,9,False,grid_lk,False
84,84,668,1149.2199096679688,1145,1153,8,False,grid_lk,False
85,85,675,1157.282958984375,1153,1162,9,False,grid_lk,False
86,86,683,1165.7319946289062,1162,1170,8,False,grid_lk,False
87,87,691,1174.2037963867188,1170,1178,8,False,grid_lk,False
88,88,697,1182.3788452148438,1178,1186,8,False,grid_lk,False
89,89,703,1190.4349060058594,1186,1194,8,False,grid_lk,False
90,90,708,1198.5200653076172,1194,1203,9,False,grid_lk,False
91,91,715,1207.8880920410156,1203,1212,9,False,grid_lk,False
92,92,722,1216.1337890625,1212,1221,9,False,grid_lk,False
93,93,729,1224.8880310058594,1221,1230,9,False,grid_lk,False
94,94,736,1234.2261352539062,1230,1239,9,False,grid_lk,False
95,95,744,1243.122055053711,1239,1247,8,False,grid_lk,False
96,96,751,1251.3188934326172,1247,1256,9,False,grid_lk,False
97,97,757,1259.7796783447266,1256,1264,8,False,grid_lk,False
98,98,763,1267.912826538086,1264,1272,8,False,grid_lk,False
99,99,772,1276.4765167236328,1272,1281,9,False,grid_lk,False
100,100,783,1284.7491760253906,1281,1289,8,False,grid_lk,False
101,101,793,1293.0921173095703,1289,1297,8,False,grid_lk,False
102,102,802,1301.4943084716797,1297,1306,9,False,grid_lk,False
103,103,810,1309.8668518066406,1306,1314,8,False,grid_lk,False
104,104,818,1318.8226776123047,1314,1323,9,False,grid_lk,False
105,105,828,1327.3443450927734,1323,1332,9,False,grid_lk,False
106,106,837,1335.7852478027344,1332,1340,8,False,grid_lk,False
107,107,846,1344.2199096679688,1340,1345,5,False,grid_lk,False
108,108,848,1346.3099365234375,1345,1773,428,False,grid_lk,False
