assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
53,53,453,876.8834609985352,872,881,9,False,motion_hypothesis,False
54,54,459,885.5196914672852,881,890,9,False,motion_hypothesis,False
55,55,465,894.1923294067383,890,899,9,False,motion_hypothesis,False
56,56,470,903.1504592895508,899,907,8,False,motion_hypothesis,False
57,57,476,911.6979751586914,907,916,9,False,motion_hypothesis,False
58,58,482,920.7393569946289,916,925,9,False,motion_hypothesis,False
59,59,488,929.6559524536133,925,934,9,False,motion_hypothesis,False
60,60,495,938.0711898803711,934,942,8,False,motion_hypothesis,False
61,61,502,946.7145919799805,942,951,9,False,motion_hypothesis,False
62,62,509,955.0197067260742,951,960,9,False,motion_hypothesis,False
63,63,515,964.618034362793,960,969,9,False,motion_hypothesis,False
64,64,521,973.2094345092773,969,977,8,False,motion_hypothesis,False
65,65,527,981.4825820922852,977,986,9,False,motion_hypothesis,False
66,66,533,990.4546585083008,986,995,9,False,motion_hypothesis,False
67,67,540,999.8341598510742,995,1005,10,False,motion_hypothesis,False
68,68,548,1009.5640335083008,1005,1014,9,False,motion_hypothesis,False
69,69,556,1018.1872329711914,1014,1023,9,False,motion_hypothesis,False
70,70,563,1027.5312881469727,1023,1032,9,False,motion_hypothesis,False
71,71,571,1035.5887832641602,1032,1040,8,False,motion_hypothesis,False
72,72,578,1044.196876525879,1040,1048,8,False,motion_hypothesis,False
73,73,584,1052.581558227539,1048,1057,9,False,motion_hypothesis,False
74,74,591,1061.611083984375,1057,1066,9,False,motion_hypothesis,False
75,75,597,1070.0955200195312,1066,1074,8,False,motion_hypothesis,False
76,76,603,1078.7713012695312,1074,1084,10,False,motion_hypothesis,False
77,77,610,1088.336196899414,1084,1093,9,False,motion_hypothesis,False
78,78,618,1097.7675476074219,1093,1102,9,False,motion_hypothesis,False
79,79,625,1106.1722412109375,1102,1110,8,False,motion_hypothesis,False
80,80,632,1114.2249145507812,1110,1119,9,False,motion_hypothesis,False
81,81,639,1123.0136108398438,1119,1127,8,False,motion_hypothesis,False
82,82,646,1131.6660461425781,1127,1136,9,False,motion_hypothesis,False
83,83,653,1140.6158752441406,1136,1146,10,False,motion_hypothesis,False
84,84,661,1150.4077758789062,1146,1155,9,False,motion_hypothesis,False
85,85,668,1158.8556060791016,1155,1163,8,False,motion_hypothesis,False
86,86,675,1166.9526062011719,1163,1171,8,False,motion_hypothesis,False
87,87,683,1175.4507141113281,1171,1180,9,False,motion_hypothesis,False
88,88,691,1183.8964385986328,1180,1188,8,False,motion_hypothesis,False
89,89,697,1192.0022583007812,1188,1196,8,False,motion_hypothesis,False
90,90,703,1200.1339416503906,1196,1204,8,False,motion_hypothesis,False
91,91,708,1208.3456420898438,1204,1213,9,False,motion_hypothesis,False
92,92,715,1217.7541961669922,1213,1222,9,False,motion_hypothesis,False
93,93,722,1226.0695495605469,1222,1231,9,False,motion_hypothesis,False
94,94,729,1234.9912567138672,1231,1240,9,False,motion_hypothesis,False
95,95,736,1244.3739318847656,1240,1248,8,False,motion_hypothesis,False
96,96,743,1252.4269714355469,1248,1257,9,False,motion_hypothesis,False
97,97,750,1260.6119232177734,1257,1265,8,False,motion_hypothesis,False
98,98,757,1270.1458587646484,1265,1274,9,False,motion_hypothesis,False
99,99,763,1278.448486328125,1274,1283,9,False,motion_hypothesis,False
100,100,772,1287.0921478271484,1283,1291,8,False,motion_hypothesis,False
101,101,783,1295.4525604248047,1291,1300,9,False,motion_hypothesis,False
102,102,793,1303.8383178710938,1300,1308,8,False,motion_hypothesis,False
103,103,802,1312.3101348876953,1308,1317,9,False,motion_hypothesis,False
104,104,810,1320.7575378417969,1317,1325,8,False,motion_hypothesis,False
105,105,818,1329.7856140136719,1325,1334,9,False,motion_hypothesis,False
106,106,828,1338.4002227783203,1334,1343,9,False,motion_hypothesis,False
107,107,837,1346.9626007080078,1343,1351,8,False,motion_hypothesis,False
108,108,846,1355.5395202636719,1351,1357,6,False,motion_hypothesis,False
109,109,848,1357.6551208496094,1357,1784,427,False,motion_hypothesis,False
