panel_index,assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
0,37,37,362,742.0820448916863,737,746,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,38,38,368,750.6154684487693,746,755,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,39,39,373,758.6188397653611,755,763,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,40,40,379,767.552312550928,763,772,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,41,41,384,775.7324336724646,772,780,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,42,42,391,784.508043753698,780,789,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,43,43,397,794.1433158877172,789,798,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,44,44,403,802.2579593930752,798,806,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,45,45,408,810.6884669700544,806,815,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,46,46,414,818.6951978773634,815,824,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,47,47,421,828.5812153628333,824,833,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,48,48,428,837.6742168988686,833,842,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,49,49,434,846.4613635243487,842,851,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,50,50,441,856.2841205825666,851,861,10,False,motion_hypothesis+pose_low_frequency_soft,False
0,51,51,447,864.880022790034,861,870,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,52,52,453,874.9526350679535,870,879,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,53,53,459,883.6595353785449,879,888,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,54,54,465,892.373272780426,888,897,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,55,55,470,901.3393000980484,897,906,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,56,56,476,909.8892378201169,906,914,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,57,57,482,918.956459483144,914,923,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,58,58,488,927.9012943562657,923,932,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,59,59,495,936.3312027006128,932,941,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,60,60,502,945.0307037420579,941,949,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,61,61,509,953.3893622214617,949,958,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,62,62,515,963.0444560227384,958,967,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,63,63,521,971.6422373630261,967,976,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,64,64,527,979.9597136984677,976,984,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,65,65,533,988.9780790045388,984,994,10,False,motion_hypothesis+pose_low_frequency_soft,False
0,66,66,540,998.406231439136,994,1003,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,67,67,548,1008.1975818335777,1003,1013,10,False,motion_hypothesis+pose_low_frequency_soft,False
0,68,68,556,1016.9007189787974,1013,1022,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,69,69,563,1026.3051076588365,1022,1030,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,70,70,571,1034.4145190999084,1030,1039,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,71,71,578,1043.063775232698,1039,1047,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,72,72,584,1051.5481457549186,1047,1056,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,73,73,591,1060.6502429259049,1056,1065,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,74,74,597,1069.1886945868548,1065,1074,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,75,75,603,1077.9076330858268,1074,1083,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,76,76,610,1087.5867217440227,1083,1092,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,77,77,618,1097.0972303657104,1092,1101,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,78,78,625,1105.589309330421,1101,1110,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,79,79,632,1113.7136695813924,1110,1118,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,80,80,639,1122.593752138438,1118,1127,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,81,81,646,1131.3395074857563,1127,1136,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,82,82,653,1140.3973236684,1136,1144,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,83,83,660,1148.4198505588652,1144,1153,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,84,84,667,1157.867201339554,1153,1162,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,85,85,675,1166.9677460427997,1162,1171,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,86,86,683,1175.5299841753822,1171,1180,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,87,87,691,1184.0743114925147,1180,1188,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,88,88,697,1192.2763404383595,1188,1196,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,89,89,703,1200.4805637387433,1196,1205,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,90,90,708,1208.7234328299592,1205,1213,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,91,91,715,1218.2161415704097,1213,1222,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,92,92,722,1226.514527154105,1222,1231,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,93,93,729,1235.432584675359,1231,1240,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,94,94,736,1244.7944871495542,1240,1249,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,95,95,743,1252.8470972525897,1249,1257,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,96,96,750,1260.99134875445,1257,1266,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,97,97,757,1270.4707781828972,1266,1275,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,98,98,763,1278.7381935085523,1275,1283,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,99,99,772,1287.3630154253756,1283,1292,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,100,100,783,1295.6374545207625,1292,1300,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,101,101,793,1303.981368866992,1300,1308,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,102,102,802,1312.3929751367941,1308,1317,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,103,103,810,1320.781007073943,1317,1325,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,104,104,818,1329.737326454048,1325,1334,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,105,105,828,1338.3317235392196,1334,1343,9,False,motion_hypothesis+pose_low_frequency_soft,False
0,106,106,837,1346.8261204396488,1343,1351,8,False,motion_hypothesis+pose_low_frequency_soft,False
0,107,107,846,1355.3658486665931,1351,1356,5,False,motion_hypothesis+pose_low_frequency_soft,False
0,108,108,848,1357.4663410578491,1356,1784,428,False,motion_hypothesis+pose_low_frequency_soft,False
