panel_index,assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
0,95,95,736,1243.357406616211,1239,1247,8,False,motion_hypothesis,False
0,96,96,743,1251.4104461669922,1247,1256,9,False,motion_hypothesis,False
0,97,97,750,1259.5953979492188,1256,1264,8,False,motion_hypothesis,False
0,98,98,757,1269.1293334960938,1264,1273,9,False,motion_hypothesis,False
0,99,99,763,1277.4319610595703,1273,1282,9,False,motion_hypothesis,False
0,100,100,772,1286.0756225585938,1282,1290,8,False,motion_hypothesis,False
0,101,101,783,1294.43603515625,1290,1299,9,False,motion_hypothesis,False
0,102,102,793,1302.821792602539,1299,1307,8,False,motion_hypothesis,False
0,103,103,802,1311.2936096191406,1307,1316,9,False,motion_hypothesis,False
0,104,104,810,1319.7410125732422,1316,1324,8,False,motion_hypothesis,False
0,105,105,818,1328.7690887451172,1324,1333,9,False,motion_hypothesis,False
0,106,106,828,1337.3836975097656,1333,1342,9,False,motion_hypothesis,False
0,107,107,837,1345.9460754394531,1342,1350,8,False,motion_hypothesis,False
0,108,108,846,1354.5229949951172,1350,1356,6,False,motion_hypothesis,False
0,109,109,848,1356.6385955810547,1356,1783,427,False,motion_hypothesis,False
