assignment_index,source_index,frame_id,center_x,left_x,right_x,width,zero_width,placement_method,risky
71,71,527,1026.2082977294922,1022,1031,9,False,grid_lk,False
72,72,533,1035.1217651367188,1031,1040,9,False,grid_lk,False
73,73,540,1044.4554138183594,1040,1049,9,False,grid_lk,False
74,74,548,1054.1454467773438,1049,1058,9,False,grid_lk,False
75,75,556,1062.7121124267578,1058,1067,9,False,grid_lk,False
76,76,563,1072.0229949951172,1067,1076,9,False,grid_lk,False
77,77,571,1080.0616302490234,1076,1084,8,False,grid_lk,False
78,78,578,1088.6335906982422,1084,1093,9,False,grid_lk,False
79,79,584,1096.9967498779297,1093,1101,8,False,grid_lk,False
80,80,591,1105.9916687011719,1101,1110,9,False,grid_lk,False
81,81,597,1114.4323120117188,1110,1119,9,False,grid_lk,False
82,82,603,1123.0540466308594,1119,1128,9,False,grid_lk,False
83,83,610,1132.7297668457031,1128,1137,9,False,grid_lk,False
84,84,618,1142.1045989990234,1137,1146,9,False,grid_lk,False
85,85,625,1150.3856353759766,1146,1154,8,False,grid_lk,False
86,86,632,1158.4471588134766,1154,1163,9,False,grid_lk,False
87,87,639,1167.0997467041016,1163,1171,8,False,grid_lk,False
88,88,646,1175.6451568603516,1171,1180,9,False,grid_lk,False
89,89,653,1184.5594329833984,1180,1189,9,False,grid_lk,False
90,90,661,1194.2405853271484,1189,1198,9,False,grid_lk,False
91,91,668,1202.5970764160156,1198,1207,9,False,grid_lk,False
92,92,675,1210.6601257324219,1207,1215,8,False,grid_lk,False
93,93,683,1219.1091613769531,1215,1223,8,False,grid_lk,False
94,94,691,1227.5809631347656,1223,1232,9,False,grid_lk,False
95,95,697,1235.7560119628906,1232,1240,8,False,grid_lk,False
96,96,703,1243.8120727539062,1240,1248,8,False,grid_lk,False
97,97,708,1251.897232055664,1248,1257,9,False,grid_lk,False
98,98,715,1261.2652587890625,1257,1265,8,False,grid_lk,False
99,99,722,1269.5109558105469,1265,1274,9,False,grid_lk,False
100,100,729,1278.2651977539062,1274,1283,9,False,grid_lk,False
101,101,736,1287.6033020019531,1283,1292,9,False,grid_lk,False
102,102,744,1296.4992218017578,1292,1301,9,False,grid_lk,False
103,103,751,1304.696060180664,1301,1309,8,False,grid_lk,False
104,104,757,1313.1568450927734,1309,1317,8,False,grid_lk,False
105,105,763,1321.2899932861328,1317,1326,9,False,grid_lk,False
106,106,772,1329.8536834716797,1326,1334,8,False,grid_lk,False
107,107,783,1338.1263427734375,1334,1342,8,False,grid_lk,False
108,108,793,1346.4692840576172,1342,1351,9,False,grid_lk,False
109,109,802,1354.8714752197266,1351,1359,8,False,grid_lk,False
110,110,810,1363.2440185546875,1359,1368,9,False,grid_lk,False
111,111,818,1372.1998443603516,1368,1376,8,False,grid_lk,False
112,112,828,1380.7215118408203,1376,1385,9,False,grid_lk,False
113,113,837,1389.1624145507812,1385,1393,8,False,grid_lk,False
114,114,846,1397.5970764160156,1393,1399,6,False,grid_lk,False
115,115,848,1399.6871032714844,1399,1826,427,False,grid_lk,False
